FREQ,TIME_PERIOD,GEO_PICT,INDICATOR,SEX,URBANIZATION,DISABILITY,OCCUPATION,ECONOMIC_SECTOR,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT,CONF_STATUS
A,2019,VU,POPCNT,_T,R,_T,_T,M,588,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,N,1018,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,N,1018,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,O,1406,N,,,,,
A,2019,VU,POPCNT,_T,R,2,_T,O,24,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,O,1430,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,P,2789,N,,,,,
A,2019,VU,POPCNT,_T,R,2,_T,P,12,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,P,2802,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,Q,640,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,Q,640,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,R,160,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,R,160,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,S,408,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,S,408,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,T,749,N,,,,,
A,2019,VU,POPCNT,_T,R,2,_T,T,27,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,T,776,N,,,,,
A,2019,VU,POPCNT,_T,R,1,_T,X,2340,N,,,,,
A,2019,VU,POPCNT,_T,R,2,_T,X,61,N,,,,,
A,2019,VU,POPCNT,_T,R,_T,_T,X,2401,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,A,1374,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,A,1374,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,B,70,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,B,70,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,C,1835,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,C,6,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,C,1841,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,D,84,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,D,84,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,E,26,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,E,26,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,F,1136,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,F,26,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,F,1162,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,G,5242,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,G,43,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,G,5284,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,H,1768,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,H,1768,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,I,2688,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,I,5,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,I,2693,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,J,371,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,J,371,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,K,731,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,K,731,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,L,19,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,L,19,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,M,1807,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,M,1807,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,N,1769,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,N,36,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,N,1805,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,O,2591,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,O,25,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,O,2615,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,P,1561,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,P,6,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,P,1567,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,Q,453,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,Q,7,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,Q,460,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,R,463,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,R,463,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,S,287,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,S,287,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,T,1097,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,T,16,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,T,1113,N,,,,,
A,2019,VU,POPCNT,_T,U,1,_T,X,840,N,,,,,
A,2019,VU,POPCNT,_T,U,2,_T,X,24,N,,,,,
A,2019,VU,POPCNT,_T,U,_T,_T,X,864,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,A,280,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,A,26,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,A,8958,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,A,410,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,B,0,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,C,218,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,C,53,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,C,935,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,C,2209,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,D,22,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,D,22,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,E,17,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,E,7,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,F,2,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,F,80,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,F,18,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,G,1006,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,G,86,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,G,2627,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,G,1308,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,H,24,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,H,11,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,H,79,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,H,130,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,I,109,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,I,10,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,I,795,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,I,228,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,J,8,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,J,26,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,J,76,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,K,7,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,K,120,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,K,169,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,L,6,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,M,317,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,M,44,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,N,4,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,N,46,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,N,468,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,N,445,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,O,258,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,O,43,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,O,387,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,O,974,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,P,620,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,P,153,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,P,1814,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,P,767,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,Q,262,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,Q,9,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,Q,332,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,Q,410,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,R,10,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,R,56,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,R,54,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,S,54,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,S,20,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,S,203,N,,,,,
A,2019,KI,POPCNT,F,R,_T,_T,T,76,N,,,,,
A,2019,MH,POPCNT,F,R,_T,_T,T,447,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,T,670,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,T,72,N,,,,,
A,2021,TO,POPCNT,F,R,_T,_T,U,36,N,,,,,
A,2019,VU,POPCNT,F,R,_T,_T,X,1490,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,A,1614,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,A,453,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,A,15748,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,A,2026,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,B,7,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,B,17,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,B,55,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,C,110,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,C,11,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,C,785,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,C,343,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,D,6,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,D,114,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,D,85,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,D,118,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,E,128,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,F,191,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,F,15,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,F,1501,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,F,1282,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,G,700,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,G,102,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,G,1317,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,G,762,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,H,276,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,H,18,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,H,1372,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,H,585,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,I,186,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,I,25,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,I,875,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,I,122,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,J,2,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,J,38,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,J,91,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,J,94,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,K,13,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,K,80,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,K,42,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,L,8,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,M,41,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,M,271,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,M,7,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,N,73,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,N,123,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,N,549,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,N,268,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,O,1037,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,O,347,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,O,1043,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,O,1384,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,P,220,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,P,260,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,P,988,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,P,395,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,Q,62,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,Q,41,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,Q,308,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,Q,154,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,R,35,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,R,2,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,R,104,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,R,26,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,S,172,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,S,21,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,S,387,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,S,724,N,,,,,
A,2019,KI,POPCNT,M,R,_T,_T,T,49,N,,,,,
A,2019,MH,POPCNT,M,R,_T,_T,T,633,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,T,106,N,,,,,
A,2021,TO,POPCNT,M,R,_T,_T,T,15,N,,,,,
A,2019,VU,POPCNT,M,R,_T,_T,X,911,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,A,190,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,A,40,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,A,387,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,A,88,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,B,7,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,C,374,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,C,59,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,C,925,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,C,730,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,D,12,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,D,67,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,D,35,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,E,20,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,E,7,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,F,12,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,F,26,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,G,1933,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,G,609,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,G,3947,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,G,624,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,H,277,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,H,124,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,H,224,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,H,67,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,I,223,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,I,318,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,I,1339,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,I,134,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,J,93,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,J,29,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,J,60,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,J,81,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,K,95,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,K,190,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,K,417,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,K,99,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,L,25,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,L,19,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,M,44,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,M,47,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,M,909,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,M,22,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,N,81,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,N,316,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,N,915,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,N,142,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,O,757,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,O,452,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,O,748,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,O,381,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,P,1005,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,P,754,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,P,913,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,P,319,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,Q,510,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,Q,432,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,Q,277,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,Q,156,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,R,102,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,R,21,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,S,34,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,S,93,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,S,49,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,S,73,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,T,209,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,T,320,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,T,927,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,T,119,N,,,,,
A,2019,KI,POPCNT,F,U,_T,_T,U,76,N,,,,,
A,2019,MH,POPCNT,F,U,_T,_T,U,47,N,,,,,
A,2021,TO,POPCNT,F,U,_T,_T,U,7,N,,,,,
A,2019,VU,POPCNT,F,U,_T,_T,X,359,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,A,1420,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,A,281,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,A,987,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,A,280,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,B,36,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,B,27,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,B,70,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,B,24,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,C,474,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,C,248,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,C,916,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,C,244,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,D,176,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,D,461,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,D,49,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,D,74,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,E,129,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,E,26,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,E,45,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,F,354,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,F,1047,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,F,1136,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,F,599,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,G,1514,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,G,715,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,G,1338,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,G,415,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,H,1278,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,H,872,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,H,1544,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,H,178,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,I,75,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,I,348,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,I,1354,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,I,54,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,J,107,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,J,150,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,J,311,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,J,67,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,K,75,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,K,164,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,K,314,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,K,88,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,L,120,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,L,33,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,L,7,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,M,30,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,M,109,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,M,898,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,M,30,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,N,509,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,N,555,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,N,890,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,N,270,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,O,779,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,O,1325,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,O,1868,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,O,699,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,P,368,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,P,802,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,P,654,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,P,141,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,Q,164,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,Q,345,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,Q,183,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,Q,62,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,R,54,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,R,4,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,R,361,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,R,30,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,S,166,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,S,148,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,S,238,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,S,181,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,T,169,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,T,125,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,T,186,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,T,22,N,,,,,
A,2019,KI,POPCNT,M,U,_T,_T,U,80,N,,,,,
A,2019,MH,POPCNT,M,U,_T,_T,U,258,N,,,,,
A,2021,TO,POPCNT,M,U,_T,_T,U,7,N,,,,,
A,2019,VU,POPCNT,M,U,_T,_T,X,505,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,A,470,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,A,66,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,A,9345,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,B,0,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,C,593,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,C,112,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,C,1860,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,D,35,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,D,67,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,D,35,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,E,37,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,F,2,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,F,12,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,F,106,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,G,2938,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,G,696,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,G,6574,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,H,301,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,H,134,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,H,302,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,I,332,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,I,328,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,I,2133,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,J,101,N,,,,,
A,2019,MH,POPCNT,F,_T,_T,_T,J,29,N,,,,,
A,2019,VU,POPCNT,F,_T,_T,_T,J,86,N,,,,,
A,2019,KI,POPCNT,F,_T,_T,_T,K,102,N,,,,,
